signature,sent_slot,confirmed_slot,time_to_send_in_millis,time_to_confirm_in_millis
3etnWJqw78hgCvF7PHytrVBTQazk3NzGSG39btvfuLtAT3WyYvQfqixX9fUgyPkFpxXqkoQm4Jgs9QAzASHdPG7V,232084,232086,0,1152
4bLpAX5VvqrttBXmDCVrABv8TxqYi1isgY9GZCQLB4zPyyS4v5sDTZabt8vjDiCM7vvzgsL3x1JrLhHif1QYi4XM,232084,232086,0,1016
3FxVmKUt7EeNAWGp74J7rt1wfThorvwGMZ4P354QBsMShfk9wjc3RanQsuEXn8iNYPSDDnGacqDW5L4WCFFNWnTx,232084,232086,0,970
3mFZNXkJ18MPEHmYUm76y622EcUjYFpg8tmtdJk2rVyrfKem2NiJubWvk5tCsy6KvqBTZw3Dbxn7KUuePq6iEmYS,232084,232086,0,1078
5KVhkxitMSKTyH6xEuZ47xAoUhVWHs6qDVmuPWLXD8wtSLzwbkujP44t7Rxv599p2boD9866yFZGPM7SWGbU9iSi,232084,232086,0,969
21R1XbM4BpJXt6aF1fvWYPfezmLA2EFSxbCVsoaTx5WnQ3QidsBUF2nksEUD9ZWoWz8No2ZfVn8L7FfTDnsRZhiT,232084,232086,0,975
XugfpPhXfV7abNwjJKEmQnqW7x9aJ9YxQ8oFBGaFHFQ3zouK6zN5UWWyAjtztxvWhq8tMBUS5QjwCU4YCjGZ69M,232084,232086,0,1121
3riVFFTh8BHWeCh2mbyez5CGkgGeQnGj3WG5w2aMSyxQMBbQrXjYUEpZC8KrdY8Yn9SfERwz3EVSLeYDCErDbxkT,232084,232086,0,968
51Z2tTKMiJtcEzKGQopp1oohBSwcJzUgyXBdDZn5GrErhmC6jfQ2QA7nHnpCpWQk9f9T3N2T7QS8TqDrjUd5BJj9,232084,232086,0,976
3jzRGntxrK8Hg1Xc1BEuGzXKMBeLErL5MzGQZBz8EcDFHMfJrEmwt7GdrF2gQB5JRFSDTvzSGi6yH6bRtN1HbeWn,232084,232086,0,1109
4zsMbZuWSvs58SrC4rbRDZQZiBh9SvC8uvPFYUtug8jhXWufcX9aN6NcRDet6irupAWP5KRV51D2iwXtY2GkGP4S,232084,232086,3,1113
5JsMiFD9NursS2HS5huTjUkWvSUfSwqvfhSSmYPVY2jwALUi1mLJdqNoRw83cFHWM45wW4teA8guu8PAyxrcUAcL,232084,232086,4,1149
2vGN1pg6VqMT6cvsf9K6FcWXCW2RU8JiKMu6mX26htuWZpWxPTqJDMhyjj8uLEqDY1ebtR6Rpr6GPk9RvQm848VA,232084,232086,3,1098
5EzCxQxKNdywYEisZfUiKETRJVL9zCjZbr4j1kjFCywyQrEBcGSbHFXJsT4hEYFJnBPVKSgXnkkusMUDfM1szCsa,232084,232086,0,1086
4AiV49YmZt8EGchVEFrVZKqZM2ndv61fK6frGwFExYpKZLj3gt6K6KuMvnPKVyT7yua1fThyS6s3nYo6VUfJuJTP,232084,232086,0,1121
8J1H7iWYBey4YtjoySB1K5oe596uv9LLExAcPF9qQUMn49RL3cNP3WFfCJupt9NRVJiAUHHRei4XQcxM4fPkF37,232084,232086,0,1057
62qvnwKGbMBsofh76FfS3jGYCvQofMaRgfBuV1kyhoXiT7EE8QNeMf9iqDt5mbeeWFEfVLvLSEsvxUo2LusunCGA,232084,232086,0,1021
2bgeCjXQx73gugnHk6YSoNSWVLphtJgzA3ciYxHGMb3frqSPcrZ7wYWKWFE2AXnSBnoJWDw958DWZbczyXpLRZWk,232084,232086,1,1153
5peMgY1hYKRsGgtimzAUsW9JRPbzU8D9a23ZN2DZ4LyiwzAvKDjTFrw7svU95rXWi2PpvWKp8NuK3dpEmmGBxwXC,232084,232086,0,1158
3pi8fDE6FtDr93pfS7EoNjAw6FQuWTwbdnxdiu8CL2NJTHTUtF2oqc23NwMiNnRAd7SpY7qdkQodQGPVcC97yUuM,232084,232086,0,1097
4fCMsLNZbtDB7UWhQvbnAb71Jnp6ZfhR7JyTyAnsetQo2KV4x3uhCFXSjCKKNaXeNcmNwptrZ4yihEdYcyYBfJAi,232084,232086,0,1094
4ikj5JEgoVMhsL5yTnZFQdfgsjkhFsZbDMZdQGQ9tcFph9td5cHMSjmqK3q6BGRN3uVW8aC6BP1EycXmhEGVrSLv,232084,232086,2,998
4yKWiacNcAJPWzfAXQvKmfimF4pHaxAicgAAWTUY9MgxzALYfrw4RDGiDKLWaYZmTM8KwTzqUJeV1oNJnun8HzVb,232084,232086,0,1102
5qRPE3ibvL8U5ErYxUAG4jT9mrhbvqhWA9wfhDyA6U1MEfaM8ExjgPmtGWAp39F4VmMwZiSFFsvtn9KEWCucL4xz,232084,232086,0,1068
3xtryhCPKRjbCdidpGGcaniDPgAkjxTkrPmxUKRryAUmyEAQD7mkcVE8EZjfcoL6A9QmneWcssvyTzhdmEkRHv2z,232084,232086,0,972
u9YcjZB2iFm8kAD2S2womNt5hHhXEFDwQW4DPRxyVZLAgQv5yzEfqgezJioo8giJi3KgvDZrf4jYNgLuA6yVVDa,232085,232086,8,779
2A37dxHxHPXt9UWDUg6ifHG4baoBhDviNYSY59FFTHj9BU62vjpUG28pEfjqmdtoQa8rT6m63nLeXrLXH1T5M2hq,232084,232086,0,972
2QSnKRq5M8PCqbCy9T5scRZxs2HVmvMoZfPBzuk6gonA1r53G8iHq4CrsWU9PyKgA1Z11xifhCxpxHdTkRssHgF5,232084,232086,0,1065
kHvWzDKpQfgKrF8ACFyDUPaS84KgSFjkXoY6JqAt1XWGXcHMc6DNVqzxLPLPSVRrpnhE7g6QTfDFbPnL7ZnCNRX,232084,232086,0,1012
qS3rSXT8VBzTjMeGLQHZVwYohvTd947bkCuK94wvz8PfH9peCV1soixhrpb8nuPcTCSp9DNsrUwkAKR5hR7AdYp,232084,232086,0,1164
4Nesmhp8T5Dw4JpU6gT5kJggMshjyPkWsqwMfQHcWwHwrTRARHjsCXimBtEetwkdvY94zmaneckNZGeLgdfyRLJ6,232085,232087,16,1185
25SQB5H6UJEhuxARUdsf2RbpvaGGPevtRKvmwVQxpq8MW5Lijypg3F1swzb6hQCr74Hfx4KscTsTykLdnchBoVPJ,232085,232087,0,1150
5mGFuYAnv9h79weFwKgZVoAiNi8Ap5esPfzvaPsk8W3vNkni1xkr1DjoGTrGqbEfJyMeqb3G8dB4wiMgzJy5nNmD,232084,232087,7,1445
5kxxHRhUFjPkj3rf4tz8WP6rRmWp9Md56RfviJ9u8Drvb4ZJV5ENe1CP8Ec54qAGMijhpdsoWbkngEX1ZVdZzwgv,232085,232087,7,1374
5cUzXjqyDgcBVNnS9xqy292XLyxA6qb4F6tUjmYPh3K7Dk9ZpQg5BHxhdLRg72CKrFGTHb4gVcHbhmFgDi6T3vQE,232084,232087,0,1514
4iDWVhpyGFLjkV1LCtU9PAhSGBoSBg26tYUuQ3AWiD7FXk88A3dNKNik7N44UHn5vvbRNkKAeJ6ruzqqRjKauuHc,232085,232087,0,1149
3NrjoxUaQHFTsykBguSX3P98B6nFJ8SZXBqdDJqPPfPHESNF2rShFzj2L1bYuC41FdRWDWuEfZZMpYJUyHUmHETi,232084,232087,0,1530
3PB9nG7BX7BFgTixTT9Eb48cw3eX6kcAoV6w3H8rkVqLfw1XUZTv3xq3kphggNYnJX9ayBZpa2Zx1uCqhrqwmoY3,232084,232087,0,1522
51pmjjLAdEBiQGURi86vRPvdtLBVz44X6X53ySysxYMQBToRfStse9572WvVQhxZWvVrAXBnLYikhbUR4ZR2Dnhm,232084,232087,0,1661
Q8CSHs51E6nLsG9uCmugGRcQTRgfYNnTo98ZPgNmtx1oTY6N9U6egJRjPVwjtesPgtgq6Vx3ixVrrGZD7DpiktH,232084,232087,0,1645
ReKTxboXst1iVe4d5sMswaGmnoXTUpiNtyua6srig7QEde3ypyroeauniBhdiHokSR6MN3aTk8oN5XyKSrSxhV4,232084,232087,0,1661
2rftK3i2ddKKHupxyFuxeyUFbgDTnJxetpahkwG8JvD2mpXmMF7rciSaUAtGXge6wmAB5a3HqFW3rjb7uqsqyjvV,232085,232087,0,1317
4tjMNvUo8jnGuV6W4FRc3s78eFN277bUGcfR7n5Kanb8nuzdS21yRKPbX6dR9j5Yuvds8vF85DmPySnnHdV9a3jT,232084,232087,7,1475
cXYCUgs59hxNzofoQqWsW67zKccLaoRCJokpvH3CVK8QyiVjcHQBFfLbxKwqcio8d1dKK6KgFYg4LNNodLd8YLY,232084,232087,1,1485
5QVz9nRdUBEQpT6djyi5vrhNPtd3GBxtYyLarwDS3WPfG3MuoJC56JTXzb4EtxM4QQw4ZcE2YTt3mgT13biFdfJp,232084,232087,0,1528
hJ2XgLYuRSAnCWoEj6hGAXtggYPL9t5rdvBZH3BDY8hMRMm45GVwTjvaZAVd5qcj1LUNqGz43nrNcKM3i8UTsov,232085,232087,0,1149
3iw8v29hLgN6DwnsuBEd1L6TxSaGjKrbWDjzQAMqPsDvrhDwXVm5SgCzKXkkNef32ycghgks7w39jRK5hEm7c133,232084,232087,0,1520
5GcwstAhXxrU36VKwEQC33U5xghkVysH7ex2svahYP88wQpTUc2PcTqZixseA14PwPgFk2C3E8MWtRKwEV8VJspC,232084,232087,2,1666
K9q6JkcMwMCRbW7RPdyuu6EEnzWffG2Fo6oGcyhkUoYS9fTN1cmghJrY65X29Prw3Ms33LiV2To6mRZQn3jho8T,232084,232087,0,1487
2P6ySgmSMEStU6gp8kHFgvs2pzWYnLN2NiC1L8yKxkYuNn9d6g973hXnsjynYwEq4xmbKewaErThkRyFT4t3qKYx,232085,232087,0,1146
3nYv1BR15jbBb5HRLvSD5ibeWW5dW4sZE3qgPTuYkUiXFZQmo2nyrCeRDG3F8H11EXFryPxrCs7VNs7g65CzuUPn,232085,232087,0,1148
4PsdBxobJ97D7KQvxoKb8BAk7ygFQ9ZTya4iCVbPzFHRJ3ShxbhWmfrF7mB6YZRq18Ga8nhxCuAVrpSATPemdjr6,232084,232087,0,1445
5aGQL4iRxDNtaUkUcvw7RTfZsiBHCqjN9Z88dPvv8mHn8fRZAsDyfDqxk9Q8pYZ6YESAiKhZ5DhvUJW5wMCunbqw,232084,232087,0,1542
DUxY2DvdjDcCChjv2DvLnZjJGqfDJCvEUdgDQTNYZmtJNbbg87MZwJiVKpe31s7vrMBTDCyxDwukk7z6XQBVzHB,232084,232087,0,1645
45Nbvxejj1Swho6JHcpRThSXkmcFfMrunR5GiaLkZAMR82FAc3eNcso7fG9j4xgT6XFY7ABM2C8UGmrBZKmLGko4,232085,232087,0,1209
2HwrFcujKX7AEMDzDfYSnmsczeuMeof592C1MKTrJbjdUQeoVtXHsvKBPBxt46bVx8GuzPALRcwgMyDfRtKpXHr8,232084,232087,0,1504
8Kxte9gkNAWfN5gG2KoZPrSZAYhtZXUCbffzPXuhvGsyoRJ5b6rZQtuLgqYMjjMoqUZD8Fr5gKjMT2doJ7g4kmN,232084,232087,0,1571
2FSwuQ7HHV4zHK6mLcJPXqtjJHEcNa7nEj3nXDc6rhgAL2p3oJJnpLXnYAsSpg38fPkN76DJoN1rFC2VyHtJVtVw,232084,232087,0,1524
4kAZgiLVcKpVYEH8RJjWdt3PJoPamvB3umJqRSwHUQUF69wonEudC59DdsSrhxFrrugUqbrBsxee7KJFfzpr2EsE,232085,232087,0,1203
55E2i5dJtMatz2nCAM7vM1nvUY3QpoEepnXGpBnGCrwQiN6UrLVMmV6wL8G1V5NBYsWaNahhGsRxZD4pXjzTy1sr,232085,232087,6,1404
uYGZ7tPV5HB1iZ7uSDXsUS5JYabzo9AscSP7rxeRdq76iP3XmtSKgjQmPDmsLfTGMTRwRmPpsUGtg8hWZ9RLMKo,232084,232087,5,1517
4cmwUiepgMkh6ZsoenydJLoJPHyCUu64Kq8RFucaCpkRMyErGAuX5Yg8HbMTy9GP8FnCZC1CAPXSvMMjKpVRSu5m,232084,232087,1,1517
2bKeMr5mnmnc7aMFEKRMTwp4x2YJWCkEA8dZXj4cejGvm14NX7GmwtmeWEBWoLKo9xATC4dwaqBTpyzv4WMaLRnu,232084,232087,0,1544
3zzpzAzQ8jFpoHfztvFhh6dq7Ggnq4JWGw8v9WUF432TkAnPjknPbNqgE26eKtbrwKjZGW9MsWcZuSm9F8v54TSS,232084,232087,0,1558
5t3t1Y9nTh8Vi4EDTPyP6K6zRfLLAZYFxSCUFMxL5tE95BozoywZEmkRZx8KWcpxVvYjbtcspQLxLZyK3TekcAEA,232084,232087,0,1658
4J2aSyeLvvUgKQ3K7EanV1o9NrhkM7X5CH9WFjEY2Pn5KvegqJ9bXQFAEJgPEJsKcqdnh7bZy4x9m7ytgVCS7Jk8,232085,232087,0,1359
3RTed2zKw4RRfKVEfkdGn78rfDEJ3wctGxjuptshXzUgAcjy4YRp67inywRisvGk8dnqSKS8cyAW1aM36kkaURQ7,232084,232087,0,1472
24BiSqd9XvYhArqxDYKbNsxoZ7CNVLR1eK6eRjnZ4mEEAKSkXroXq9xG7TpbXPLyDysaXjZG9yaru4PitVwDL4Ry,232085,232087,7,1360
48yJJ9xJGg22XFoHkJbfqBBMZHtmHJNQZ8QiR6J3SKuUH2hmfZEY6B6jsYJtex2rhZmjBBjr6mFCs7Cc17Tr2672,232084,232087,0,1661
2eA26F1sCRXFDjpgpdfyCrKpri5iBp8KzNMc4zTykYWc3TxB86NLafdHUTxwxdUvXMMgENAnvrpvCSmz49g5jPQ3,232084,232087,5,1536
2qznd1rxX5s3ViA311y7mdNuhC3AzrUay7PyFyG9FYbQtYkHoUqp7BPUABBKC2qjHDkhTAiNrLoaGmf42V3WFwaw,232085,232087,0,1328
3EdD8SwyqmopRB8eiiAUFT36y7Ms1YrnxeZeqf7iwYE3fkZxa1trQkHxcEd5XKdzxL31B6SR8fN2dJ2dzD33MWgb,232085,232087,0,1210
5fPSGCjcL6iPg7zogJ3LZGEKruCvqPiafWiYkz82V9fzj1YEHoKi4pDLKz7ebJENrs3pZ4wd9MHgAMFmxrH38GTA,232084,232087,0,1516
37qFgNuKJvoxvGFAD5WHJjMMLY4DKEMtMPetTagYBcPBC1sxPU71J7BCBUPqqgofEBYPvZpAh38N5cxgFq1cx9KF,232084,232087,0,1589
5zMXUE6G44ssMggSu4s6qfpX3guvXcFvNiMNqKGJwskZHoQHiL16x62HcuzSzdWJxtPG6WfzM4JgdG3GkbzoPWcS,232085,232087,0,1208
3C8tfGJ7nV85fkUT1zoGDXepiHbhBAMSYiWNAhGJhzW9Bz6CYTBDx5rR6cqaG4mNQSh1Np8vspjBdRJsxH63TDiy,232085,232087,6,1391
5taxp358mCmza39SQ675pSeEpfLj1TTY6tQxyqvoKjPxw1bprJGyQGNY9KShRR5wGAdbWDWYTawMxcKqq9yCjG8P,232084,232087,1,1546
1kGVoRpRa9NuPuCB4yZaZ3gp8t43Gcmyy1iZcBP8t97LeomBadDTDpePf83RF59pcUoJ6oog44om1R8izRTsNbk,232085,232087,7,1375
3QMiZehkUXYKQMwHhVkUzmw5qeuoqd4mjVunY2giNxZQwG5DN9LXCqY7jbT9zZ8iELQqyw5hqrjHG35qMixrESDT,232084,232087,0,1470
2wgiahn2iUPewcfDZVB9MzFxkw9R9euSQ9ZMtMZn7eeCWotXsxDyeQJZBsHBA5ix5mrQ96hrYMomePrTeBu7FeWj,232084,232087,0,1542
2QKtB5ThSbBkt6byKrP3yWMdavEboGjHK9vGGrJZJJZBftr1aWumS92AcGNUPGc3SwgA9RD3GzAoNN11c1SJy1To,232084,232087,0,1517
45js6PAboY7fnUyFnJa1Y1aWjU3JW7qmoeVbrvSqMpJ9U2EabQoZBXbvxTsRYLUuxLYptAZbYWLBC8UswdwCmE4x,232084,232087,0,1446
3MB8dgtdmVbofrmN5nDEBUFVmht5FpFK3zXewwqmPhFHzGM92HjVQFy4TKutpaWEYK4bKNnEk9cQm7bF3sYiMCz3,232085,232087,0,1196
5QkSFsMzUFJqPbfidN8M4vx8c8HvsVVP7HazSrChuZUqMeSMbkVZ3VgHBTv1CuKCqFrLzdNCVJqMxQ9Kid899a4F,232084,232087,0,1588
2TdBKF2YsqwrWSFPrDsF2ihFbnGKLWLs7jZeuVYwiJWadNcEgXchRDZFLX2Ua3Sq3szSqwLeUaSd4esMp9NbEecd,232084,232087,0,1562
4hZvA46m9hkRp2qkH759KUXk71zrGd5K8PEFZFNbMMvwiF5J2pustEgDhuhAW8PcFPre7yDuRYmVoNgd6iUqUrnL,232084,232087,2,1659
RPvDiySazZr4q87hw7U68d2FmvK27yhermJfDar92zd2zKLX1Vcbre2h32DqX2rBzWRDp5vsL26rusieumK5bBz,232085,232087,0,1199
3a8mQaFHKSPorG9drftWFvmaKTnsDYsuCGb8BcyA61VWyHsuzJ49rMv1RTDJLYCQfYVsNdcXvKqcG34jBmkNGHhs,232086,232087,0,670
4ague3F6ARgFpj9d4KXeSnkpPB9DMXxH2guHaXDG5mEkiSNLyQtRE5N4QE2b5GJUS7xcnpjwSbtdCNUkP4ZdCS8z,232086,232087,0,707
128im9rAfjjtWveEgHqh8aJsMp5QD3XruHp1mEPCSjmHJohia9ZhdHKRaWzo2hhN7JRk5ttHkXGzi3MQRRSaCgAV,232085,232088,8,1683
57sug4TbrYswxk24GCkWt3SRy2mr4vJ4C3Dzv8adzvV8SDgdNfk5uR1hwCk7WQ44Pyrw6JEzdKPBjRn55L4reEi,232084,232088,4,2072
3QJrSDU3fSLUUB58Vay54FiQioC5F4NBM5nfk73bJtyiKPED5gpq6a39qhtRJ9mAbLLSmRKJGGPXCJ6wzNEVyRFZ,232084,232088,0,2105
4A2keLso5b47otCbRGBRh7nZtcbrb2kzfWv14gywbM1cE5xmzC6oK6sdBdPF4mX86NjwY36GkezeVnJEHv9Gn3M7,232084,232088,0,2088
5tGBAaqNAFzg4zY7F9P181ArbcieTUuQkWNxXyEKJo9WFoiXobtXcfdNtENEfJxmWjjQemGhdYSsSo4tbzAptsQ5,232084,232088,0,2166
4FkMWm6ACd25MjumeCTEbU5p56P9phJ8XgarRpdQ91n5FH2cxacmydDMHJ5QgEWnFqERUDkM57b5kHvbjsQ477Yc,232084,232088,0,2078
3qkZ35rjE6xYt9kaQpZDuuz7yuD1s1R3nZt7DjYGaYPfrHz939YjXh3mMDSuwXf8FcPUmEwRbFwBPLttCndkeZ97,232085,232088,8,1666
nHTB5vrgaAkwvDarvzzmGnCWxMquMrmuWpVVFmbzTraHGpTKAN3dAGa2av12dm97GA89hCWLqaio4qcBngLTRDE,232084,232088,4,2081
2HztZ5Gtm8ahAjoNj1VMfVY8c5LABP6rNWsL6JZS4QFBzKgwK19fFuqz13Ms3AFx6KpbZhaNRaKQ5XP6or7hiBWX,232084,232088,0,2087
3NzWFr2gV5L3ehuSkXA27ArKqZDNPmRGABs5Lye1VtLF1RyRjFzmjMAmqjc8JoA7UFpgQDka11NmWDXrdw8oi4oE,232085,232088,8,1812
2kcqE8STUfBkq9X3YRyMgT8qwcWsjejzdCVC8LktyyzkaQndhysAJr3jgM42RLy7YdgYHTXQHp3QVv87m8ihLAko,232084,232088,0,2025
N3xztEJUq7HJfksSmnyUyCAPpAcqodNCJwhiSc8kyPLqNHyiW6vPj8fq1yeeQi8afUKVCkj4vnqrwzTAw7HUvCV,232085,232088,6,1845
356nMrGjKBCu3QBbdM4jjVawzM3LbF3uC6npaWYBmPk6ACdTns4vBT3Mr7h1YaHLUd6zkrfckgCUdQch1gckoAQF,232084,232088,0,2121
ckq8a15bLUjRkLztxD6tvYwQjKN3mGKF1TVvqkyn1aEFrKt2C8FgNSHJHY6fhPHeftGAgvdJmKabW3m5pNzxXDC,232084,232088,0,2088
432yvarT6vh9t3SiKYeh5o3M5mYyaeETMZcSvtiMEdXkJ65pHfUWdJ4hkQZn8tBsz3V4nhgHM8AnZykLJA6QF4AN,232085,232088,8,1675
4gEvxQJ2qrk75drukXwcxd1pJPZFvxauA6S5dSAQgSsNvr4QPVV4qZVrjbSGBeNLQPTH5NVLuyoPJcK7RJVCHGur,232084,232088,7,2089
3f6H455ZQvKxYUw99A26RJmTfdteBHsYYG46fq8FRFxQsBUthHyKcpna3GcZzZVRJQ1WZVZLd7owAFj1zL1ASswD,232085,232088,0,1661
2izKxm9GfieRsotYer7SyxBYNQzTH6e7tGba9PnnPL7CKNQ3BW2JzT51Uopp39Z8URw8crn1Xtypdq26AE7yiXid,232084,232088,0,2077
5hPG5sxCsrhaV69V3jttnYs4UF5pKJT4SKQzGznGvDeLb9DQ1hvnfnN6eoEw9L9m2pqtGoQrnW4Mjez6M9krMZeN,232085,232088,0,1659
WZEcQkkX5retrJ23Ei5WUx4mNRFXrMjohWDvqRJDR4ditt5o9SEBMgxexV1hQ9FuwAXakZjsixGCusz7KiqRg8W,232085,232088,0,1652
5N5UA2imAgoAkrcmkmyKmaAWAy9ipYiTRiuWFLZUDyk1NeTmL6u7Qu7KbhKNKFEpSRzbjV5BLW8zpd8NWtsK1emw,232084,232088,0,2106
4SmdBPNRXPah6stjeQX7MUjoYp9tzMH7cZ9sEt7UEhhtVLfgogcBenWcW12snbxwg3o8yALQzexuXUir6B5fDPYk,232085,232088,7,1788
4AD4AbQ4s5S1fo3sPL3xu25BbkfotNhZNAv2Kd4ryWQJSzr2xaya57yo7HLsedrGPBsUhp67XT8mSv3vsYZxezqh,232085,232088,16,1762
5ZMmQac4k7BpK65SktdnjbSNnbRW5UCRmLCi7hsWdzdz5Dr97sS5ZX34HFWzUx8v4478mkbNmsMtXtu7fzaroqKR,232084,232088,0,2168
2zL2uTyge71P1jn7V8QGPeQeT8kEsrMhQzd6FgeTbatP2acGPdir6ixHa5ZaL4iwcNKmim27ChZ6qLPHyxuou1kE,232085,232088,0,1659
3kBLZFQ9EZHrQi7FwqCyT7zU5asNXHfk749yUsxmJ6tmUn71jjcEyQ8JJBk9uKPq3MSUVJd5dPLz8d5xtfnzDkGB,232084,232088,0,2087
2hrLBhbnYv5bUZrnvtE3oi8XnHjkDHXBb2ozeBiaMEQaEyGXZYz9HVUYu5riADhTeWPoYD4N44QKQvqsK47EJb2N,232086,232088,4,1069
3H2HeaWRtoLkUaXGNSiDsRmZoafNzxZJbGLdAVsP9sgmLiM7a6rv9DZYTyLVnkZmsP11duhvxgSEEmjbEJ9iQFmr,232086,232088,8,1175
5NDWnSNbceWarazbnsKmi6yhEcAQWcCytbU51zBErTecEqSCvMMCduuJohvYt2yYsPPPFH6prPvZ1vxSRppnrB5Y,232086,232088,0,1165
31SySnoqXKzP4rc8wZ7VZGhyuvqQJbW6yvBwkfQgZtkzXwM5gBg7ZzXGcbZv8MhFFWeL5xefBcRCsAbJYg7z3ZMg,232086,232088,0,1103
MoZc8RenqC34knrtgkR1ZZ2vP1prsFMiVPMajfxFg4QXg3DGWjuUiiLmLFyKopS57zx7snEvfPBxbVnwk5yF1ck,232086,232088,0,1202
4XrubsZ9Wyprut9hbne42CYPUVxVUtEsxykt99wvWE1JGfjdwsVufc9cQ4nBUuZaFh8pjHT96UhKhevnnx66XKEt,232086,232088,0,1172
4gz4wBTu2o1jqMRHkcEEBD24zkjDj9zYT4SY2xyn6prJQsrDaWpxGXWgSzGtnUY59HnUKKb5XhGFbgsem6WdSkim,232086,232088,0,1023
2mwTkmdx3EDPHnyJadzqRi9juCpPyCqHoy5S99VnUVWztuPpokhYS6voPJLsAiD3BC9Tsmp2mNzmh4hY16Z5WzqZ,232086,232088,8,1051
3aCtcWvV5M2feDTw9v9FHsqCe4JJngU4cEhLjJbi5H327aEr6c5BTWhQYRwS9YRs9MVN6pv1ay2YPxdacDp9AMig,232086,232088,0,1025
3Kwom1MREVBSnAnXxq5xAxasQSLCZPozR5NbjYdb3xyruFDzUzjGKdjAtD8XcHKTG7G5VfbVC4ETPmY6V7uNHUQq,232086,232088,0,1144
x3w5cPCahuFzKoDgfBE16pB8sjiRwNPZct3bNNBVF7wvcDJCSD74KoZudYP67Uxtbk4mFYSwLbPvTapUefpA6si,232084,232088,0,2082
45sfjFzgbiQeVaoXCLeA4DKLtjtXPWk8DYUpzbVFsctUejJUoKcvreNMc1fxLjXUqAPnMrUwkxTVGgw9PDDGySBH,232086,232088,0,1066
456BZtHxKnL61QB8Z6Kezh6Tf6eEYS8WviGVEFm6NPGppCagdpoJxYYZYZouWiib8PZCdHPev9TmG1tHJD1Qk9dM,232084,232088,0,2088
2g4X23pY8egtbgYwxHvBq7GuW7LKj5rfWg54wdsqnwpQ6ZTERLthHWrHLpXHBBeCwK38owdiaKtttzwgiZ7vV5C4,232086,232088,0,1214
3CvsFaDHbFuSGQFc65VonUkjN7Ywf1P7Ei8QyuXCtn95PxUEToh9j5N5VGbqwpX1sJgFd1uEZZZQbkTguEtdnsae,232084,232088,0,2089
489chghPFhqXc5cJnULJHX95jbkKtZxhWbPiMcmU6aqbjkCYhoA4R1kai5bkqp2xTRJxbvdfVHoxHFHspLac6t1A,232085,232088,0,1896
8cqJLyuVQh4q6qXfBLxgU5Gymca3zZSun2YZGa4yf6ao9gEqmCfpQJVewa7pqFv5Bip9rGNcHyE6xdratBY2f5u,232084,232088,0,2090
4b3cQwNbwEnnjfuytuHAeGCLjWwzCndXYxHQSyB1YPizijCoup7Gd9rjTCRG1UmKyMTWsFzjB2Ve6VAn5cRJSre6,232084,232088,0,2097
22FcKodpXi6AZMphCqqa6K7Mi4B3JMT71mqadV8KeFne7wVD2gK8Cx1JKvQPSeFVa7zxMqqBwtMKXNoKXHZ9xoGL,232085,232088,0,1789
25FEZ7qrXiSMJJaqSUU2KwzmwYDdBpooXCSvPKBbbjxjiA2LqdQK1Zw83ndzPCm17tEMJPuEzQBM9twEVxMzBf2J,232084,232088,0,2124
i6La4xK2UtUYZPzXn4FstxppqCF8Vzx7Q12URTDfKHNwJDDHMwyV4CrR7WAE3wajkukQhHAewDC5z9ybMQowoDd,232084,232088,1,2005
4mRtdGazpeFjpuqgGNE7mjJ5AoK2exzLiKcdoWwbnMdnpjzodHPsdYJRHQFrVfmc9asXhaEeM8ev9zphFAiqC1GF,232085,232088,0,1898
2NzgSS2XSbjBEpcz89TgnDU1NZUXAf336ria9dLixsZGtVwJW3D3vC1RNcyKEyy7Vz1pQhK141ZhHoKqKh7pw3jW,232084,232088,4,2084
Xi1fkaxGQbTXKjyAiWaqSKdpYbFu84iDbUvr3K9WsoB5oViLUNjBmCGb98SqFkN9zamkFL8RXCQgTPgUpTVFtLS,232084,232088,3,2119
64CBX5VvA2sCoynikQxt9hiM38pahLPmNfPCBdNKeGUpjkabUF4hmRd7dQhSPDTRPne44Kk6W9NbXmhzrrt8us4g,232084,232088,0,2175
2v9AUiPZ2H6jarTMxabqMsmGPWWqDh6WV6mG9zgGqVQAG4BMSHkfHG9t2y2FJVZaKJnE3NjRjNayTYyTTLCFgfmc,232085,232088,16,1764
2AMwrocw1jctvDg33D6Ddnv8fvLqWft52jGYxPNr8Z4QnMEeQzX1o6UoBndNm7oTEDFYPgG5pkwvirmSxrowCbH6,232084,232088,0,2127
2BSQ9tRuA6bHrNfFo4BhxgQVbXmVKHNn3NiU3cYLSztCDRi11GYeLRQxpdxwcxXpzCsqcQ1PrUD8sdzDFmvZubNw,232085,232088,0,1716
3JwGrPfNVzGBScGWm5CmA8rmhM3GYRjq71G5np6VBGNhEFaJoTpTswu4D7q8eRo3YkuurcALpiD5GJXpkvRcme1A,232084,232088,0,2060
2SMQMzMtJHe5dp6gBE8gAmWQZS9aWSJKWJZLuZbcAHyc8fKF7A5FRzndV3Fjcp9mMpgMPHvn4gk5fJSWY6cVEGaC,232084,232088,3,2108
3EhCVgjYBEvuQLGL7hGinS5cMnMCyKJ2No5Ht8u23s3z8gbTM5yeERLsLsdcgkMi3KhMjBD3UnggtaeKRkxPgtB7,232085,232088,0,1894
